,ActualContent,codes
895,*MALAYSIA FIN MIN: NEED TO PAY MYR1.1 BLN TO TOLL CONSSESIONAIRES FOLLOWING DECISION TO HOLD RATES STEADY THIS YEAR,"['SEA','POL','ECON','NIKKEI','MY','ROAD','NR/ASIA','PLCY']"
896,*MALAYSIA FINANCE MINISTER LIM GUAN ENG SPEAKING AT EVENT IN PUTRAJAYA,"['SEA','POL','ECON','NIKKEI','MY','NR/ASIA','PLCY']"
897,*FOREIGN INVESTORS BOUGHT NET $59.79 MLN OF INDIA DEBT ON JAN 9,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
898,*FOREIGN INVESTORS SOLD NET $934.87 MLN OF INDIA DEBT IN SO FAR JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
899,*FOREIGN INVESTORS BOUGHT NET $59.79 MLN OF INDIA DEBT ON JAN 9,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
900,*FOREIGN INVESTORS SOLD NET $934.87 MLN OF INDIA DEBT IN JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
901,"*INDIA RUPEE AT 71.21 TO DOLLAR, UNCHANGED AGAINST PREVIOUS CLOSE","['REUTERS','IN','FRX']"
902,*INDIA BENCHMARK BOND YIELD OPENS AT 6.58% VS 6.53% PREVIOUS CLOSE,"['IN','MMT','DBT','GVD','REUTERS']"
903,*INDIA BENCHMARK BOND OPENS AT INR99.05 VS INR99.43 PREVIOUS CLOSE,"['IN','MMT','DBT','GVD','REUTERS']"
904,"*INDIA RUPEE RISES TO HIGHEST AGAINST DOLLAR SINCE DEC 23, NOW AT 71.12 VS 71.21 PREVIOUS CLOSE","['REUTERS','IN','FRX','MMT','DBT']"
905,*MALAYSIA NOVEMBER INDUSTRIAL PRODUCTION RISES 2% ON YEAR,"['ECI','SEA','ECON','NIKKEI','MY','NR/ASIA']"
906,*MALAYSIA NOV INDUSTRIAL PRODUCTION GROWS 1.8% ON MONTH SEASONALLY ADJUSTED BASIS,"['ECI','SEA','ECON','NIKKEI','MY','NR/ASIA']"
907,*MALAYSIA NOVEMBER MANUFACTURING OUTPUT GROWS 2.5% ON YEAR ,"['ECI','SEA','ECON','NIKKEI','MY','NR/ASIA']"
908,*MALAYSIA NOVEMBER ELECTRICITY PRODUCTION RISES 1.6% ON YEAR,"['ECI','SEA','ECON','NIKKEI','MY','NR/ASIA']"
909,*MALAYSIA NOVEMBER MINING OUTPUT EXPANDS 0.5% ON YEAR,"['ECI','SEA','ECON','NIKKEI','MY','NR/ASIA']"
910,*MALAYSIA NOVEMBER MANUFACTURING SALES GROWS 2.3% ON YEAR TO MYR73.5 BLN,"['ECI','SEA','ECON','NIKKEI','MY','NR/ASIA']"
911,*INDIA RBI LIKELY TO SET 0.40 PAISE AS UNDERWRITING FEE CUTOFF FOR 6.18% 2024 BOND – POLL,"['IN','DBT','MMT','GVD','APOLL','REUTERS']"
912,*INDIA RBI LIKELY TO SET 1.20 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.57% 2033 BOND – POLL,"['IN','DBT','MMT','GVD','APOLL','REUTERS']"
913,*INDIA RBI LIKELY TO SET 1.50 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.69% 2043 BOND – POLL,"['IN','DBT','MMT','GVD','APOLL','REUTERS']"
914,*INDIA RBI LIKELY TO SET 1.70 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.72% 2049 BOND - POLL,"['IN','DBT','MMT','GVD','APOLL','REUTERS']"
915,*INDIA RBI LIKELY TO SET 0.40 PAISE AS UNDERWRITING FEE CUTOFF FOR 6.18% 2024 BOND – POLL,"['IN','DBT','MMT','GVD','APOLL','REUTERS']"
916,*INDIA RBI LIKELY TO SET 1.20 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.57% 2033 BOND – POLL,"['IN','DBT','MMT','GVD','APOLL','REUTERS']"
917,*INDIA RBI LIKELY TO SET 1.50 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.69% 2043 BOND – POLL,"['IN','DBT','MMT','GVD','APOLL','REUTERS']"
918,*INDIA RBI LIKELY TO SET 1.70 PAISE AS UNDERWRITING FEE CUTOFF FOR 7.72% 2049 BOND - POLL,"['IN','DBT','MMT','GVD','APOLL','REUTERS']"
919,*SINGAPORE NOVEMBER RETAIL SALES FALL 4.0% FROM YEAR AGO,"['SEA','NIKKEI','ECON','RWS','SG','NR/ASIA']"
920,*SINGAPORE NOVEMBER RETAIL SALES EXCLUDING MOTOR VEHICLES FALL 0.6% ON-YEAR,"['SEA','NIKKEI','ECON','RWS','SG','NR/ASIA']"
921,*INDIA'S PFC SETS 7.86% COUPON ON 10-YEAR AND 3-MONTH BONDS - DEALERS,"['REUTERS','IN','MMT','DBT','CORPD']"
922,*INDIA OIL MINISTER: MEETING GROWING ENERGY DEMAND IS KEY CHALLENGE,"['REUTERS','IN','FRX','MMT','DBT','ECON']"
923,*INDIA OIL MINISTER: MEETING GROWING ENERGY DEMAND IS KEY CHALLENGE,"['REUTERS','IN','FRX','MMT','DBT','ECON']"
924,*INDIA OIL MINISTER: NITI AAYOG PROPOSAL ON NATIONAL ENERGY POLICY AT ADVANCED STAGE,"['REUTERS','IN','FRX','MMT','DBT','ECON']"
925,*INDIA OIL MINISTER: CONFIDENT THAT INDIA'S DOMESTIC OIL PRODUCTION WILL INCREASE,"['REUTERS','IN','FRX','MMT','DBT','ECON']"
926,*INDIA OIL MINISTER: NITI AAYOG PROPOSAL ON NATIONAL ENERGY POLICY AT ADVANCED STAGE,"['REUTERS','IN','FRX','MMT','DBT','ECON']"
927,*INDIA OIL MINISTER: CONFIDENT THAT INDIA'S DOMESTIC OIL PRODUCTION WILL INCREASE,"['REUTERS','IN','FRX','MMT','DBT','ECON']"
928,*INDIA OIL MINISTER: EXPECT GEOPOLITICAL TENSIONS TO REDUCE AND GLOBAL OIL PRICES TO STABILISE,"['REUTERS','IN','FRX','MMT','DBT','ECON']"
929,*INDIA OIL MINISTER: EXPECT GEOPOLITICAL TENSIONS TO REDUCE AND GLOBAL OIL PRICES TO STABILISE,"['REUTERS','IN','FRX','MMT','DBT','ECON']"
930,*INDIA OIL MINISTER: MOVING TOWARDS CREATING GAS TRADING EXCHANGE IN INDIA,"['REUTERS','IN','FRX','MMT','DBT','ECON']"
931,*INDIA OIL MINISTER: MOVING TOWARDS CREATING GAS TRADING EXCHANGE IN INDIA,"['REUTERS','IN','FRX','MMT','DBT','ECON']"
932,*INDIAN OIL SETS 6.44% COUPON ON 3-YEAR AND 3-MONTH BONDS - DEALERS,"['IN','DBT','MMT','REUTERS','CORPD']"
933,*INDIA TASK FORCE ON ATTRACTING GLOBAL MANUFACTURERS FROM CHINA TO MEET LATER TODAY - OFFICIAL,"['REUTERS','MMT','IN','ECON']"
934,*INDIA’S HDB FINANCIAL SERVICES TO RAISE FUNDS VIA 3-YEAR AND 1-MONTH BONDS AT 7.57% COUPON  DEALERS,"['IN','MMT','DBT','CORPD','REUTERS']"
935,*INDIA TRADE MINISTER: EXAMINED REVAMP OF SEZ POLICY WITH VIEW TO MEET GLOBAL CHALLENGES FACED BY EXPORTERS,"['REUTERS','TRD','MMT','IN','ECON']"
936,*INDIA TRADE MINISTER: TO FIND A WAY OUT FOR IMPLEMENTATION OF PENDING RECOMMENDATIONS OF REPORT ON SEZ POLICY,"['REUTERS','TRD','MMT','IN','ECON']"
937,*INDIA FIN MIN OFFICIAL: LOOKS DIFFICULT TO CUT GOVT STAKE IN ANY STATE-RUN CO TO BELOW 51% THIS FY,"['REUTERS','ECON','DBT','MMT','IN','532810.IN','532555.IN','532898.IN','POL','500049.IN','DEF','PWR','PLCY']"
938,*INDIA OFFICIAL: POWER MIINSTRY CITES BOND-HOLDERS’ CONCERNS OVER REDUCING GOVT STAKE IN FIRMS IT CONTROLS,"['REUTERS','ECON','DBT','MMT','IN','532810.IN','532555.IN','532898.IN','POL','500049.IN','DEF','PWR','PLCY']"
939,"*INDIA OFFICIAL: POWER MIN SAYS DIFFICULT TO RENEGOTIATE TERMS WITH NTPC, PFC, POWER GRID BOND HOLDERS FOR CUTTING GOVT STAKE ","['REUTERS','ECON','DBT','MMT','IN','532810.IN','532555.IN','532898.IN','POL','500049.IN','DEF','PWR','PLCY']"
940,*INDIA OFFICIAL: DEFENCE MINISTRY CITES SECURITY CONCERNS OVER REDUCING STAKE IN BHARAT ELECTRONICS,"['REUTERS','ECON','DBT','MMT','IN','532810.IN','532555.IN','532898.IN','POL','500049.IN','DEF','PWR','PLCY']"
941,*INDIA’S CHOLAMANDALAM INVESTMENT TO RAISE INR500 MLN VIA 3-YEAR ZERO-COUPON BONDS AT 7.85% IRR - DEALERS,"['IN','MMT','DBT','CORPD','REUTERS']"
942,*INDIA ROAD MIN OFFICIAL: MULLING CREATING FINANCIAL ARM FOR NHAI,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','ROAD','PLCY']"
943,*INDIA OFFICIAL: FINANCIAL ARM TO FUNCTION AS ASSET MANAGEMENT CO FOR MONETISATION OF ROAD PROJECTS,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','ROAD','PLCY']"
944,"*INDIA OFFICIAL: FINANCIAL ARM TO BE SUPERVISED BY INFRASTRUCTURE DIVISION OF FIN MIN, NO FINAL DECISION YET","['REUTERS','FRX','DBT','MMT','IN','POL','ECON','ROAD','PLCY']"
945,*RHB RESEARCH: MALAYSIA'S HIGHER INDUSTRIAL PRODUCTION ALSO LED TO BETTER PRODUCTIVITY GROWTH ,"['RCH','ECON','SEA','MY','NIKKEI']"
946,*RHB RESEARCH: MALAYSIA'S RECENT PMI RECOVERY MAY POINT TOWARDS HIGHER PRODUCTION GOING FORWARD,"['RCH','ECON','SEA','MY','NIKKEI']"
947,*RHB RESEARCH: MALAYSIA'S HIGHER INDUSTRIAL PRODUCTION ALSO LED TO BETTER PRODUCTIVITY GROWTH ,"['RCH','ECON','SEA','MY','NIKKEI','NR/ASIA']"
948,*RHB RESEARCH: MALAYSIA'S RECENT PMI RECOVERY MAY POINT TOWARDS HIGHER PRODUCTION GOING FORWARD,"['RCH','ECON','SEA','MY','NIKKEI','NR/ASIA']"
949,"*RHB RESEARCH: MALAYSIA MAY STILL SEE SOFTER GDP GROWTH, KEEPING FORECAST 4.3% FOR 2020","['RCH','ECON','SEA','MY','NIKKEI']"
950,"*RHB RESEARCH: MALAYSIA MAY STILL SEE SOFTER GDP GROWTH, KEEPING FORECAST 4.3% FOR 2020","['RCH','ECON','SEA','MY','NIKKEI','NR/ASIA']"
951,*INDIA’S HDFC TO RAISE FUNDS VIA 1-YEAR CP AT 6.50% COUPON - DEALERS,"['IN','MMT','DBT','CORPD','REUTERS']"
952,*SHK PROPERTIES TIES UP WITH HONG KONG SHENG KUNG HUI WELFARE COUNCIL TO DEVELOP TRANSITIONAL HOUSING PROJECT,"['16.HK','NIKKEI','CN','HK']"
953,*SHK PROPERTIES TIES UP WITH HONG KONG SHENG KUNG HUI WELFARE COUNCIL TO DEVELOP TRANSITIONAL HOUSING PROJECT,"['16.HK','NIKKEI','CN','HK','NR/ASIA']"
954,"*SHK PROPERTIES SAYS 300,000 SQUARE FEET PROJECT TO PROVIDE HOUSING TO 1,600 UNDERPRIVILEGED FAMILIES","['16.HK','NIKKEI','CN','HK']"
955,*SHK SAYS IT'LL ALSO DEVELOP TRANSITIONAL HOUSING AT TWO OTHER SITES,"['16.HK','NIKKEI','CN','HK']"
956,"*SHK PROPERTIES SAYS 300,000 SQUARE FEET PROJECT TO PROVIDE HOUSING TO 1,600 UNDERPRIVILEGED FAMILIES","['16.HK','NIKKEI','CN','HK','NR/ASIA']"
957,*SHK SAYS IT'LL ALSO DEVELOP TRANSITIONAL HOUSING AT TWO OTHER SITES,"['16.HK','NIKKEI','CN','HK','NR/ASIA']"
958,"*SHK SAYS ALL THREE PROJECTS SPAN 400,000 SQUARE FEET, TO PROVIDE TOTAL 2,000 TRANSITIONAL FLATS","['16.HK','NIKKEI','CN','HK']"
959,"*SHK SAYS ALL THREE PROJECTS SPAN 400,000 SQUARE FEET, TO PROVIDE TOTAL 2,000 TRANSITIONAL FLATS","['16.HK','NIKKEI','CN','HK','NR/ASIA']"
960,*SHK PROPERTIES EXEC: WE ARE OPEN TO DONATE MORE LAND PLOTS,"['16.HK','NIKKEI','CN','HK']"
961,*SHK PROPERTIES EXEC: OPEN TO DONATING MORE LAND PLOTS,"['16.HK','NIKKEI','CN','HK','NR/ASIA']"
962,*VALUE PARTNERS GROUP EXPECTS FY NET PROFIT TO INCREASE 'SIGNIFICANTLY' TO HK$510 MLN FROM HK$229.5 MLN A YEAR AGO,"['NR/ERN','DFIN','CN','HK','NIKKEI','806.HK']"
963,*VALUE PARTNERS GROUP EXPECTS FY NET PROFIT TO INCREASE 'SIGNIFICANTLY' TO HK$510 MLN FROM HK$229.5 MLN YEAR AGO,"['NR/ERN','DFIN','CN','HK','NIKKEI','806.HK','NR/ASIA']"
964,*CHOW TAI FOOK JEWELLERY GROUP 3Q RETAIL SALES VALUE GROWTH 17% ON YEAR IN MAINLAND CHINA,"['CN','HK','NIKKEI','1929.HK','SHOP']"
965,*CHOW TAI FOOK JEWELLERY GROUP 3Q RETAIL SALES VALUE GROWTH 17% ON YEAR IN MAINLAND CHINA,"['CN','HK','NIKKEI','1929.HK','SHOP','NR/ASIA']"
966,*CHOW TAI FOOK JEWELLERY GROUP 3Q SAME STORE SALES GROWTH 2% ON YEAR IN MAINLAND CHINA,"['SHOP','CN','HK','NIKKEI','1929.HK']"
967,*CHOW TAI FOOK JEWELLERY GROUP 3Q SAME STORE SALES GROWTH 2% ON YEAR IN MAINLAND CHINA,"['SHOP','CN','HK','NIKKEI','1929.HK','NR/ASIA']"
968,*MALAYSIA'S KLCI ENDS 0.3% LOWER AT 1591.46,"['NR/STK','SEA','MY','NIKKEI']"
969,"*MALAYSIA'S AXIATA GROUP ENDS 1.9% LOWER AT MYR4.17, TOP PERCENTAGE LOSER ON KLCI","['ISLF','NR/STK','SEA','MY','NIKKEI','WLES','6888.KL']"
970,*MALAYSIA'S KLCI ENDS 0.3% LOWER AT 1591.46,"['NR/STK','SEA','MY','NIKKEI','NR/SMC','NR/ASIA']"
971,"*MALAYSIA'S AXIATA GROUP ENDS 1.9% LOWER AT MYR4.17, TOP PERCENTAGE LOSER ON KLCI","['ISLF','NR/STK','SEA','MY','NIKKEI','WLES','6888.KL','NR/ASIA']"
972,*GOOD FRIEND INTERNATIONAL JAN-DEC TOTAL SALES TO CUSTOMERS FALLS 16% ON YEAR TO CNY916.63 MLN,"['COEN','2398.HK','CN','HK','NIKKEI']"
973,*GOOD FRIEND INTERNATIONAL JAN-DEC TOTAL SALES TO CUSTOMERS FALLS 16% ON YEAR TO CNY916.63 MLN,"['COEN','2398.HK','CN','HK','NIKKEI','NR/ASIA']"
974,*MALAYSIA'S JASA KITA RO BUY TWO SANITARY WARES FIRMS FROM PARAGON GLOBE FOR MYR10.20 MLN,"['3611.KL','8648.KL','SEA','MY','NIKKEI','CONS','INDM']"
975,*MALAYSIA'S JASA KITA RO BUY TWO SANITARY WARES FIRMS FROM PARAGON GLOBE FOR MYR10.20 MLN,"['3611.KL','8648.KL','SEA','MY','NIKKEI','CONS','INDM','NR/ASIA']"
976,*MALAYSIA'S MINETECH RESOURCES GETS MYR27.69 MLN CONTRACT,"['NR/STK','SEA','MY','NIKKEI']"
977,*MALAYSIA'S MINETECH RESOURCES GETS MYR27.69 MLN CONTRACT,"['SEA','MY','NIKKEI','7219.KL','NR/ASIA']"
978,*INDIA’S GIC HOUSING FINANCE TO RAISE FUNDS VIA 2-MONTH CP AT 5.31% COUPON - DEALERS,"['IN','MMT','DBT','CORPD','REUTERS']"
979,*MALAYSIA AIRPORTS HOLDINGS DECEMBER PASSENGER TRAFFIC 12.78 MLN VS 12.08 MLN YEAR AGO,"['AIRP','SEA','MY','NIKKEI','5014.KL']"
980,*MALAYSIA AIRPORTS HOLDINGS DECEMBER PASSENGER TRAFFIC 12.78 MLN VS 12.08 MLN YEAR AGO,"['AIRP','SEA','MY','NIKKEI','5014.KL','NR/ASIA']"
981,*MALAYSIA'S KERJAYA PROSPEK REQUESTS TRADING HALT ON JAN 13 PENDING MATERIAL ANNOUNCEMENT,"['COEN','7161.KL','SEA','MY','NIKKEI','ISLF','NR/TRH']"
982,*MALAYSIA'S KERJAYA PROSPEK REQUESTS TRADING HALT ON JAN 13 PENDING MATERIAL ANNOUNCEMENT,"['COEN','7161.KL','SEA','MY','NIKKEI','ISLF','NR/TRH','NR/ASIA']"
983,*INDIA RUPEE RISES ABOVE 71 PER DOLLAR FOR FIRST TIME SINCE DEC 19,"['IN','MMT','DBT','CORPD','REUTERS','FRX']"
984,*INDIA RUPEE RISES ABOVE 71 PER DOLLAR FOR FIRST TIME SINCE DEC 19,"['IN','MMT','DBT','CORPD','REUTERS','FRX']"
985,*INDIA RUPEE NOW AT 70.97 TO DOLLAR AGAINST 71.21 PREVIOUS CLOSE,"['IN','MMT','DBT','CORPD','REUTERS','FRX']"
986,*FOREIGN INVESTORS BOUGHT NET $21.92 MLN OF INDIAN SHARES ON JAN 9,"['REUTERS','FRX','MMT','IN','STX','STK']"
987,*FOREIGN INVESTORS BOUGHT NET $270.48 MLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','MMT','IN','STX','STK']"
988,*FOREIGN INVESTORS BOUGHT NET $21.92 MLN OF INDIAN SHARES ON JAN 9,"['REUTERS','FRX','MMT','IN','STX','STK']"
989,*FOREIGN INVESTORS BOUGHT NET $270.48 MLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','MMT','IN','STX','STK']"
990,*INDIA’S RELIANCE JIO INFOCOMM TO RAISE FUNDS VIA 3-MONTH CP AT 5.75% COUPON - DEALERS,"['IN','MMT','DBT','CORPD','REUTERS']"
991,*INDIA RBI GOVERNOR LIKELY TO MEET FINANCE MINISTER NEXT WEEK FOR PRE-BUDGET TALKS-SOURCE,"['REUTERS','DBT','MMT','IN','POL','ECON','CEN','PLCY']"
992,*INDIA RUPEE AT 70.94 TO DOLLAR AGAINST 71.21 PREVIOUS CLOSE,"['IN','MMT','DBT','CORPD','REUTERS','FRX']"
993,*INDIA RUPEE ENDS AT HIGHEST LEVEL AGAINST DOLLAR SINCE DEC 13,"['REUTERS','IN','DBT','MMT','FRX']"
994,"*INDIA RUPEE GAINS 1.2% THIS WEEK AGAINST DOLLAR, BIGGEST RISE SINCE WEEK ENDED MAR 15","['REUTERS','IN','DBT','MMT','FRX']"
995,*INDIA BENCHMARK BOND ENDS AT INR99.00 VS INR99.43 PREVIOUS CLOSE,"['REUTERS','IN','DBT','MMT','GVD']"
996,*INDIA BENCHMARK BOND YIELD ENDS AT 6.59% VS 6.53% PREVIOUS CLOSE,"['REUTERS','IN','DBT','MMT','GVD']"
997,*INDIA BENCHMARK BOND YIELD ENDS AT HIGHEST LEVEL SINCE DEC 20,"['REUTERS','IN','DBT','MMT','GVD']"
998,*INDIA BENCHMARK BOND YIELD RISES SEVEN BASIS POINTS THIS WEEK,"['REUTERS','IN','DBT','MMT','GVD']"
999,"*INDIA’S BANK OF BARODA TO RAISE FUNDS VIA 15-YEAR TIER II BONDS, INVITES BIDS BY 11:00 AM ON JAN 14 - DEALERS","['IN','MMT','DBT','CORPD','REUTERS','FRX']"
1000,*INDIA’S NOVEMBER INDUSTRIAL OUTPUT UP 1.8% ON YEAR,"['REUTERS','FRX','DBT','MMT','IN','ECON','ECI','POL','IPR','PLCY']"
